iter	Passed	Remaining
336	77809	153079
337	78033	152834
338	78272	152619
339	78513	152408
340	78739	152169
341	78963	151924
342	79174	151654
343	79404	151423
344	79596	151117
345	79819	150872
346	80047	150637
347	80262	150375
348	80498	150156
349	80730	149928
350	80977	149728
351	81219	149518
352	81459	149304
353	81676	149048
354	81875	148760
355	82114	148543
356	82359	148338
357	82590	148108
358	82828	147891
359	83018	147589
360	83248	147356
361	83470	147111
362	83693	146867
363	83915	146620
364	84109	146328
365	84308	146042
366	84540	145815
367	84789	145616
368	85021	145389
369	85260	145173
370	85504	144966
371	85722	144714
372	85954	144486
373	86173	144237
374	86390	143984
375	86613	143741
376	86844	143512
377	87057	143252
378	87272	142998
379	87505	142771
380	87726	142526
381	87931	142256
382	88156	142017
383	88343	141717
384	88566	141475
385	88788	141233
386	89017	141002
387	89231	140746
388	89425	140460
389	89655	140229
390	89884	139999
391	90111	139764
392	90341	139535
393	90586	139328
394	90791	139060
395	91008	138810
396	91254	138605
397	91492	138387
398	91727	138166
399	91964	137946
400	92196	137719
401	92424	137487
402	92652	137254
403	92870	137006
404	93086	136756
405	93312	136520
406	93509	136244
407	93719	135984
408	93954	135763
409	94162	135502
410	94385	135262
411	94632	135057
412	94862	134828
413	95095	134604
414	95343	134399
415	95593	134198
416	95811	133952
417	96021	133695
418	96249	133462
419	96460	133207
420	96697	132987
421	96923	132752
422	97153	132524
423	97397	132313
424	97637	132097
425	97875	131878
426	98094	131635
427	98334	131419
428	98549	131169
429	98798	130965
430	99009	130710
431	99216	130450
432	99438	130211
433	99649	129957
434	99842	129681
435	100062	129438
436	100258	129166
437	100484	128932
438	100720	128711
439	100915	128438
440	101132	128193
441	101367	127970
442	101600	127745
443	101836	127524
444	102072	127303
445	102310	127084
446	102557	126877
447	102778	126637
448	103002	126402
449	103223	126162
450	103432	125907
451	103662	125679
452	103895	125454
453	104128	125229
454	104333	124970
455	104537	124711
456	104776	124493
457	104993	124250
458	105220	124018
459	105459	123800
460	105665	123544
461	105890	123309
462	106117	123078
463	106350	122853
464	106571	122614
465	106794	122377
466	106992	122112
467	107227	121891
468	107473	121680
469	107676	121422
470	107913	121202
471	108134	120964
472	108355	120726
473	108578	120489
474	108807	120261
475	109041	120036
476	109257	119793
477	109447	119521
478	109681	119298
479	109895	119053
480	110132	118833
481	110359	118602
482	110559	118341
483	110779	118104
484	110997	117863
485	111209	117616
486	111431	117380
487	111654	117146
488	111880	116914
489	112081	116656
